-4949.907,-4959.0435,-4964.7563,-4973.818
-4971.011,-4962.783,-4957.8433,-4958.1724
-4959.1133,-4961.203,-4968.15,-4974.7163
-4953.925,-4956.687,-4960.8315,-4949.4595
-4972.6377,-4975.899,-4982.3066,-4970.7046
-4922.325,-4927.708,-4933.2637,-4933.172
-4965.557,-4957.605,-4952.0317,-4929.56
-4953.8413,-4964.1113,-4964.633,-4961.5737
-4905.5967,-4897.4795,-4887.2603,-4897.926
-4965.332,-4967.005,-4969.775,-4974.254
-4961.8784,-4951.1025,-4930.614,-4913.2803
-4979.423,-4976.698,-4980.2524,-4972.7944
-4926.9507,-4918.4233,-4895.1807,-4897.5454
-4958.9297,-4968.2324,-4981.507,-4976.1494
-4960.419,-4962.6934,-4968.8403,-4976.2627
-4885.2046,-4887.0674,-4887.3467,-4888.145
-4965.7637,-4971.041,-4976.187,-4975.9565
-4965.4585,-4969.392,-4975.4155,-4972.8228
-4961.2397,-4963.675,-4969.8394,-4976.332
-4955.2305,-4955.9956,-4960.604,-4968.4795
-4955.943,-4960.8335,-4970.0137,-4974.259
-4936.2593,-4941.584,-4944.7866,-4943.278
-4964.275,-4969.7314,-4976.3354,-4978.8486
-4962.2334,-4954.959,-4950.277,-4963.1074
-4974.934,-4978.5625,-4986.2134,-4976.0967
-4948.949,-4953.92,-4951.0093,-4952.7666
-4967.2354,-4971.408,-4975.3257,-4976.1284
-4947.6934,-4958.616,-4970.9707,-4968.0874
-4955.436,-4961.457,-4946.6953,-4935.4863
-4962.2085,-4953.1836,-4949.6143,-4956.234
-4954.993,-4947.813,-4932.584,-4932.2256
-4978.715,-4969.8213,-4964.842,-4980.5063
-4968.328,-4968.201,-4966.646,-4971.736
-4959.1187,-4947.547,-4930.4424,-4918.0986
-4967.3384,-4969.1987,-4972.0127,-4979.0566
-4964.231,-4957.366,-4952.475,-4971.547
-4934.193,-4930.6523,-4923.859,-4932.741
-4969.086,-4970.9795,-4977.719,-4980.1133
-4962.2905,-4965.1895,-4971.003,-4974.8496
-4976.194,-4964.459,-4959.466,-4971.614
-4956.4443,-4957.68,-4958.997,-4953.2827
-4979.1206,-4977.924,-4981.735,-4970.373
-4973.728,-4963.8555,-4953.9517,-4961.8457
-4967.665,-4971.505,-4976.6016,-4971.502
-4952.118,-4959.133,-4970.5713,-4971.409
-4954.1636,-4958.1523,-4968.315,-4978.1606
-4960.1553,-4966.643,-4974.932,-4977.158
-4964.1646,-4965.76,-4970.325,-4977.0337
-4959.5405,-4950.9106,-4945.387,-4929.6763
-3381.045,-3376.8013,-3376.0183,-3366.848
