-2540.173,-2549.3105,-2555.0325,-2564.0845
-2561.2769,-2553.0483,-2548.1182,-2548.4448
-2549.3765,-2551.469,-2558.4238,-2564.99
-2544.189,-2546.9446,-2551.1074,-2539.7292
-2562.9033,-2566.1672,-2572.5806,-2560.9788
-2512.5903,-2517.9724,-2523.5173,-2523.4553
-2555.826,-2547.8687,-2542.3066,-2519.825
-2544.1033,-2554.34,-2554.8652,-2551.8372
-2495.8645,-2487.7432,-2477.5303,-2488.1926
-2555.5964,-2557.2715,-2560.0498,-2564.5295
-2552.1326,-2541.365,-2520.8872,-2503.5466
-2569.6914,-2566.9668,-2570.5251,-2563.0698
-2517.2153,-2508.6907,-2485.4534,-2487.8127
-2549.193,-2558.5005,-2571.78,-2566.4255
-2550.6824,-2552.9536,-2559.1155,-2566.54
-2475.4739,-2477.3313,-2477.6167,-2478.4138
-2556.0283,-2561.3389,-2566.3384,-2566.1636
-2555.7231,-2559.6592,-2565.6882,-2563.0977
-2551.5032,-2553.9412,-2560.1145,-2566.608
-2545.4944,-2546.2598,-2550.88,-2558.753
-2546.2063,-2551.0996,-2560.1663,-2564.5332
-2526.5254,-2531.8474,-2535.0593,-2533.545
-2554.5393,-2559.999,-2566.6191,-2569.096
-2552.4966,-2545.2227,-2540.551,-2553.3801
-2565.201,-2568.8376,-2576.4097,-2566.3708
-2539.2139,-2544.1765,-2541.2734,-2543.015
-2557.5002,-2561.6758,-2565.6016,-2566.4033
-2537.958,-2548.8813,-2561.2488,-2558.3633
-2545.7048,-2551.722,-2536.8904,-2525.7542
-2552.4714,-2543.4463,-2539.8884,-2546.5063
-2545.255,-2538.0764,-2522.8596,-2522.4922
-2568.9832,-2560.088,-2555.118,-2570.7827
-2558.593,-2558.469,-2556.9216,-2562.01
-2549.3813,-2537.8096,-2520.7156,-2508.3655
-2557.6038,-2559.4644,-2562.2886,-2569.3325
-2554.495,-2547.6309,-2542.7498,-2561.8208
-2524.4592,-2520.9177,-2514.1323,-2523.006
-2559.351,-2561.2476,-2567.9927,-2570.389
-2552.554,-2555.4563,-2561.2766,-2565.1255
-2566.4624,-2554.7236,-2549.7417,-2561.8875
-2546.708,-2547.945,-2549.2737,-2543.5464
-2569.389,-2568.1924,-2572.009,-2560.6462
-2563.9944,-2554.122,-2544.2244,-2552.1182
-2557.9297,-2561.7722,-2566.8762,-2561.7747
-2542.383,-2549.3977,-2560.847,-2561.6814
-2544.4277,-2548.417,-2558.5906,-2568.4355
-2550.4185,-2556.9087,-2565.2087,-2567.3782
-2554.4285,-2556.026,-2560.6003,-2567.3086
-2549.799,-2541.172,-2535.6602,-2519.941
-971.27106,-967.0883,-966.26324,-957.1002
