-2630.283,-2639.4207,-2645.1426,-2654.1943
-2651.3867,-2643.1584,-2638.2283,-2638.5547
-2639.4863,-2641.579,-2648.534,-2655.0999
-2634.2988,-2637.0547,-2641.2175,-2629.839
-2653.0132,-2656.2778,-2662.6907,-2651.0886
-2602.7002,-2608.0825,-2613.6394,-2613.5566
-2645.9358,-2637.9788,-2632.4167,-2609.9348
-2634.2124,-2644.458,-2644.9792,-2641.9414
-2585.9744,-2577.8533,-2567.6404,-2578.3025
-2645.7063,-2647.3816,-2650.16,-2654.6394
-2642.2236,-2631.4868,-2610.9973,-2593.6565
-2659.8013,-2657.077,-2660.6353,-2653.1797
-2607.3252,-2598.8008,-2575.5635,-2577.9226
-2639.303,-2648.6106,-2661.8901,-2656.5354
-2640.7922,-2643.0686,-2649.2256,-2656.646
-2565.5837,-2567.4414,-2567.7268,-2568.5237
-2646.1382,-2651.4578,-2656.4492,-2656.2795
-2645.833,-2649.7693,-2655.7983,-2653.2075
-2641.613,-2644.0513,-2650.2246,-2656.7178
-2635.6042,-2636.3699,-2640.99,-2648.863
-2636.3162,-2641.2097,-2650.2764,-2654.643
-2616.6353,-2621.9575,-2625.1694,-2623.6548
-2644.6492,-2650.1091,-2656.729,-2659.2092
-2642.6064,-2635.3328,-2630.6611,-2643.49
-2655.3108,-2658.9463,-2666.5234,-2656.4802
-2629.3237,-2634.2969,-2631.384,-2633.1157
-2647.61,-2651.786,-2655.7117,-2656.513
-2628.0679,-2638.9915,-2651.3591,-2648.4739
-2635.8147,-2641.831,-2627.0042,-2615.864
-2642.5813,-2633.5564,-2629.9985,-2636.6162
-2635.364,-2628.1875,-2612.9697,-2612.6018
-2659.093,-2650.198,-2645.228,-2660.8926
-2648.703,-2648.579,-2647.0317,-2652.1199
-2639.4912,-2627.9197,-2610.8257,-2598.4753
-2647.7136,-2649.5793,-2652.3987,-2659.4385
-2644.605,-2637.741,-2632.8599,-2651.9307
-2614.569,-2611.0278,-2604.2424,-2613.116
-2649.461,-2651.3577,-2658.1028,-2660.4988
-2642.6638,-2645.5664,-2651.3872,-2655.2349
-2656.572,-2644.8342,-2639.8518,-2651.9976
-2636.8179,-2638.0552,-2639.3838,-2633.6562
-2659.4988,-2658.3027,-2662.1191,-2650.756
-2654.1042,-2644.2322,-2634.3345,-2642.228
-2648.0396,-2651.8826,-2656.9868,-2651.8845
-2632.493,-2639.5078,-2650.957,-2651.791
-2634.5376,-2638.527,-2648.7007,-2658.5454
-2640.5283,-2647.018,-2655.3245,-2657.4885
-2644.5383,-2646.136,-2650.7104,-2657.4185
-2639.909,-2631.282,-2625.7703,-2610.0508
-1061.3903,-1057.2064,-1056.382,-1047.2203
