2.938301,-2.4220746,0.66127664,-6.2580113,-4.530954,2.7048728,-3.5183327,-3.0469797,-3.9310536,-10.786432,-9.50686,-4.7295384,-4.0648975,1.492938,-2.6617498,2.599933,-5.4425673,-6.9459257,-5.53693,8.561084
1.1070805,-1.1598574,-10.032429,-5.956732,-13.503577,-2.261957,0.08354655,7.7761707,7.9610605,-6.5386333,4.037096,-13.18728,-2.880205,-3.6448126,2.1739752,-2.823802,-15.632595,-11.328405,-13.749162,-11.228528
-3.51385,-1.0081365,-1.7909391,-0.40470195,0.8434652,1.5586743,0.65274686,-2.1005654,-5.011502,-1.059303,-2.8213425,-10.982949,-6.9553657,-16.934288,-8.335864,-9.027301,-7.507853,-4.6186686,-7.4445467,-11.649058
0.70060074,7.399536,4.280591,-2.1027033,-4.5610933,-3.7224135,2.2869074,-3.0426404,-0.693765,-7.580854,-14.746233,10.553214,-0.6037343,-0.35112858,-12.018556,-15.379409,-3.696331,-4.303703,-8.838292,-7.9082465
-3.9253078,-3.3709998,-5.467549,7.7634273,1.1147898,0.08771846,6.9281516,-2.4559753,9.049045,-2.4589944,-2.5506523,0.84790283,-1.0085661,1.6110665,-14.430172,-8.11078,11.965854,1.2944801,-4.8310385,2.7652998
0.5775626,-0.9479432,3.007809,1.6807579,0.90793234,-1.9150244,-3.129265,-1.3282847,-0.88567847,-2.8226323,-3.552226,-5.3204355,-2.2012317,-5.5540996,-2.248404,-0.46974683,-5.927406,-0.41928095,-3.0084386,-6.3993325
-6.2004805,0.78962654,-0.16273223,0.53914064,-1.0718372,11.635488,-4.6179137,-3.0257263,-3.2682946,-9.629507,-4.5692425,-8.148745,1.1747631,-15.518732,-7.672348,-5.5851564,-10.545632,-6.396973,-12.456736,-24.321112
-2.2800677,0.5218019,-0.86988187,-0.91059756,2.458557,0.8856956,0.011847776,0.075661406,6.53646,-1.5518289,-5.790947,-8.247473,-5.59116,-5.4071455,1.7251773,3.096006,-1.0409378,7.4774632,-3.4890935,-1.5167264
0.4154589,0.75128466,2.6121478,-3.8946254,-1.1593896,-4.869459,-0.06437239,-0.9299222,-4.900816,3.60563,-1.4044207,0.4418235,2.1973011,-5.5737085,8.832324,0.79695684,0.34558484,-1.264483,-2.451006,-2.6886349
-3.0445068,-2.0736296,-10.436581,-14.418871,-13.864995,-13.930709,-10.276735,-8.216418,-8.093275,-8.274187,-10.562184,-4.9138613,-10.974973,1.1295944,-10.968348,-2.1875975,1.4825804,2.9815586,-3.0016427,-2.1777244
0.2522018,2.0418804,1.1562694,0.310468,-1.19016,-0.589247,0.49449718,-0.28038487,-3.7858272,0.12484762,-1.5688109,-4.1632,-2.3524785,-2.2065682,-2.9048069,5.478774,9.927835,-4.5216637,5.0316615,-0.36267793
2.2072635,-1.0978422,-6.4988217,-14.846141,-10.426506,-11.73796,-3.1590645,0.84346265,-7.7908344,0.80458534,4.5662556,4.170819,-6.7233787,-5.599684,-8.756136,-3.0072236,9.774728,1.22599,8.075364,0.43481863
-2.0691085,1.7730459,-1.9459229,-0.9689186,3.6707895,1.5191516,-0.5664477,0.31120616,-4.4307733,-7.30243,1.1612526,-9.236007,-0.35520762,-9.441216,-2.4480548,-7.11391,-4.5971484,-0.7478266,-7.2550044,-7.860321
-0.8038746,-1.0238972,-1.8238212,-1.7988868,-6.50188,-2.5823185,3.6160865,-3.5021555,-5.237179,4.220452,9.841975,-7.549944,4.614108,-5.227844,-5.44235,5.718627,-6.1967235,0.24158877,-10.313452,-0.76799047
-0.26514086,4.5215626,-3.8944125,-1.120817,-0.5527337,0.7603222,-2.799519,-5.916957,-5.1949973,0.45247725,-10.13004,-3.440892,-3.2637112,-0.54505175,-0.82085884,-2.7097757,-6.473154,-2.1612341,-12.451851,-3.8274179
-0.9835219,-0.32852876,-1.2107657,1.843752,-4.956372,-0.44997084,7.718826,-4.4398828,-6.493145,3.3653047,2.207076,-8.260598,0.7957898,-6.1341205,-2.7612486,4.936551,-17.942072,-1.5800232,-0.021717612,1.4361444
-2.5703526,-2.9002006,-3.3806655,-0.1335397,9.853386,-4.656763,-1.9575021,-4.3770947,8.21265,3.3770683,-2.1704195,-3.8606584,0.44732016,8.429577,-4.8481665,4.929767,-11.312836,-3.955047,-6.105013,-4.4215374
-1.579437,-0.25650465,0.13687254,1.072808,3.151995,0.9591241,-1.2354693,-1.1873891,-2.0137663,0.85043573,-3.2585557,-10.195035,-5.1686993,-7.1798153,-3.1484554,-7.708084,-4.0901437,-1.1573172,-3.8641334,1.7005186
-0.45687976,-0.5848104,0.5166617,-3.4808013,5.190878,-2.4266748,4.8994412,-4.8844986,-16.528208,-3.9358747,-0.63164604,-6.941076,0.25356236,12.853474,2.01757,-8.404389,-9.826246,-4.8100786,5.055902,-7.1331897
-0.008085859,-0.60744303,1.8238184,0.51520413,-2.198614,-4.851605,-0.17629385,0.53658193,1.4138544,9.376192,-3.0184696,-2.6399302,-4.967628,0.6447167,1.8886119,3.590891,-6.389407,-0.80439746,-4.2556877,-7.667458
0.29632443,-2.088007,0.12178126,5.5487285,0.06649919,-1.4324744,-3.8274736,-2.5373878,-17.921764,-5.710294,-2.8681216,-2.6412694,-1.4047152,-10.9404,-12.752992,-9.401848,-22.635088,-4.226647,-1.6875803,-5.5033755
1.1043158,-0.5910741,-1.7241892,-2.8534524,1.447128,-0.3532522,-4.5375805,-2.5946894,-0.7512719,-8.574176,0.31134495,-10.268833,-0.29262996,-5.3932357,-6.671139,-2.8886776,-4.015906,-3.9332418,9.034355,-6.0216613
-1.3283416,0.75918394,0.28995457,2.2509797,0.8193085,0.16537915,-2.3557966,0.11419113,-5.7939034,2.9005668,7.0144606,-0.99122626,-1.3339891,-1.3056856,-6.477026,3.0758526,-3.557666,-2.4666438,3.630766,-0.81667036
-2.9026017,1.8223608,3.0329807,-2.2400665,4.785631,-6.1014524,3.3168304,0.47540203,-2.2341976,-5.091566,8.92351,-5.08151,-6.736689,-11.32039,-1.5706929,-10.695873,-2.4603379,-9.147738,-5.1517115,5.947323
-1.8888538,0.8461074,0.5752227,3.1591084,0.33607867,-0.19068721,-3.6794338,-1.9962957,7.374608,-1.227005,-2.4286394,-2.887759,-0.42905095,-4.4834366,-0.8781589,-1.0624199,-9.993801,-0.4251251,-7.4102798,-4.5833817
0.39248306,-3.2027214,5.468238,2.4979906,2.6509423,-5.340851,-3.2043414,0.44944456,-0.079169825,-2.121302,-7.163847,2.1037877,5.341553,-15.0251465,-6.1376023,-6.380278,3.1829698,-3.5292108,-5.451221,-10.141456
-0.46190265,-0.62734014,1.3384383,-0.561289,-4.6823273,-3.8228455,0.26603058,-3.282906,-6.070234,-3.5024707,-2.8233511,0.2787734,-4.2633314,0.1835542,7.1546526,-3.845136,-10.809837,6.952047,-2.6088033,-6.696708
0.36183688,-0.47905114,1.199187,0.7350221,0.07475053,0.21753705,0.19707033,0.13068447,-3.701468,1.9493164,1.1338726,3.5976396,-5.1880393,8.401198,1.4542387,4.893793,-4.9854436,-1.784885,-1.3966191,-5.930533
-2.038959,-2.346464,-0.5666143,-6.903149,-5.425419,-6.211377,5.4442787,6.1228886,-5.196259,-1.6549842,-7.413718,-11.9908495,4.242786,-2.9148717,7.607447,-12.876494,4.859825,-2.0333896,-0.8106183,-8.655865
-1.7300105,-7.249871,-12.595371,-10.910552,-11.554879,-15.08626,-6.055288,-3.745721,-5.3162007,0.63188976,0.26070455,-3.734531,4.560171,-2.8380876,-3.4658291,-9.22202,-13.73437,-0.861486,-10.693694,-15.536373
-3.0962982,2.8837113,-1.2054518,1.4078612,0.013631915,-0.08513902,-6.416339,0.8597469,-2.2149177,-11.256573,-6.8978424,-7.334927,-3.8183007,-5.7080374,-7.4495068,-2.085156,-6.656953,-0.21109194,-6.0503283,-8.917438
-0.86256164,-0.8013527,0.707698,3.7158117,1.1310225,-3.6675136,-1.4160585,1.019143,1.496185,2.031834,-0.33422303,-8.477303,-4.4988527,-11.08794,-8.715607,-0.4457798,-7.738302,0.6238973,-2.7909803,-10.734388
-3.107023,0.04516628,0.7917345,0.41429564,-1.081514,1.2221104,-2.7124996,-3.757551,-5.4865894,-7.242825,-3.2726126,-4.5003796,-5.8116326,-21.743813,3.6170077,-13.7476425,-11.440911,-7.1328955,-10.7562065,-7.734015
-2.2234766,-0.469625,-1.4437528,2.4436321,-0.6062637,0.40868515,-0.17920046,1.2513093,-4.2093306,-8.101182,-8.58011,-7.7566414,4.597605,-4.168859,-7.9177876,-1.8689318,-11.936793,-6.765695,-11.059697,-4.0153265
-0.67630816,1.0737375,1.0276498,-4.418101,-4.7529016,-8.741248,2.7847457,-3.3940952,-2.0925267,4.4604025,-1.5261505,3.2121322,-1.2411425,-3.5991838,-7.431093,10.466057,-0.8578645,-0.062395785,-5.552946,-4.2582293
-2.2650774,-1.4701328,4.613181,0.12765001,-6.6392107,6.621639,-2.4068708,0.4843655,-1.9831487,8.854482,0.15046366,-1.4008658,-1.2782913,-3.3353302,-4.8868127,-11.301329,-7.663596,-7.3324347,-10.914821,-0.3002151
-1.4175956,2.1516917,1.3221215,2.7940361,-5.841126,-4.2220497,-5.0996184,-3.7279131,-12.471411,7.5475817,-6.003576,-13.141539,-2.3238888,6.7130084,-8.843999,5.605322,-3.8433785,-1.828845,-5.03532,9.262044
-0.18174371,-0.29024476,2.718305,-0.6016477,1.7027631,-2.4000826,0.6439495,0.07770615,3.983572,5.8271146,-6.529536,2.8067684,-5.0919704,-4.4649253,-5.077988,-0.24417707,-10.563664,-0.883619,1.423318,-9.936553
-0.30112988,0.6443006,0.72538465,3.0007012,3.8435144,-2.1428623,1.4452074,0.4036475,-5.137548,3.0581446,1.6983002,-0.23283023,-2.9272451,-3.5864825,-2.3789897,-5.5680556,-8.106902,-1.5525596,-8.707633,-9.636359
5.1649547,-1.0945511,5.533148,-0.02419107,-3.5529025,4.566666,-4.3475804,-7.083537,-10.068088,-12.224441,-5.8593316,-3.175126,-10.553498,-6.413876,-3.7073345,5.453088,-3.6674058,-6.644097,-9.10174,-0.15817457
-0.90893114,1.665317,-2.4689972,-3.87166,2.16216,-4.5679793,7.0347934,-4.5632024,-6.294255,-3.7157693,-5.0500884,-10.46289,-12.639331,-17.27136,4.315661,7.736008,-7.260051,-5.3948507,5.7799864,-0.5960002
-3.0065084,-0.51566625,-1.1888639,4.6310887,-2.1095068,-8.166031,8.013903,2.385897,-5.210025,-3.3496819,-3.1226585,-11.481863,1.2707387,-11.246044,-6.361625,-4.4929285,-17.233871,2.2392402,0.4348379,-12.891848
-1.8865825,1.7279992,-0.11345974,1.9881293,-1.9186392,-2.416567,-3.307721,-1.6570054,-3.8160381,-2.696458,-3.1186082,-23.960083,1.2256129,-4.325097,10.162506,6.5654473,-3.6970992,-2.1235602,1.7004871,-5.3485494
-2.428131,-0.3525552,0.7948486,-0.92100036,0.66306525,1.9401644,-1.8668262,-0.44833148,-4.3795576,2.7060025,-4.9352164,3.672147,-0.37917918,-4.2997866,-0.92596847,4.200422,-7.6761794,12.993279,2.653365,-1.9980992
0.09710345,1.5154469,-1.8420888,6.6784844,-4.3894606,-5.682288,-4.380778,-0.6200798,-7.3914633,4.591002,1.2451862,2.7925973,1.3612256,-4.623874,-9.319845,2.6673183,-13.455642,-0.12016492,-4.2449946,5.3053174
3.2947886,-1.3107499,-4.853514,-5.4150896,-0.130771,-2.4616463,-1.4790963,-5.2414637,-7.437736,3.1176703,-9.825836,-6.944393,-1.5166187,-1.5549887,-9.634657,-5.967549,-8.460674,5.5127645,-0.8468488,-4.2550974
0.5734839,-2.1161366,-5.135354,-2.8754404,7.201544,0.6781194,-2.884965,7.980276,-5.198131,-5.1852884,-2.9684532,8.407689,-3.8459325,0.3099551,2.6737032,-2.8370793,-4.9467273,0.8141516,-12.242601,4.7191186
-4.081165,-2.1649992,2.1476374,0.27207744,-6.667182,-2.0473704,-4.142709,-3.5197449,4.962634,-3.7240255,-8.379986,11.172253,0.38923526,8.608257,12.661265,1.0616078,-8.965102,-3.844746,7.5497546,-3.9063926
