-4094.1533,-4103.2925,-4109.0093,-4118.065
-4115.257,-4107.0312,-4102.0957,-4102.4263
-4103.359,-4105.451,-4112.403,-4118.968
-4098.1704,-4100.9355,-4105.0825,-4093.7122
-4116.8833,-4120.1475,-4126.5586,-4114.9585
-4066.571,-4071.9575,-4077.5151,-4077.4192
-4109.807,-4101.852,-4096.284,-4073.8079
-4098.082,-4108.3486,-4108.8735,-4105.8286
-4049.8452,-4041.7285,-4031.5078,-4042.1755
-4109.5776,-4111.2534,-4114.0273,-4118.508
-4106.1196,-4095.3496,-4074.8647,-4057.5295
-4123.6685,-4120.9473,-4124.505,-4117.0483
-4071.1965,-4062.6758,-4039.431,-4041.7957
-4103.1753,-4112.4814,-4125.759,-4120.4033
-4104.6646,-4106.938,-4113.093,-4120.5186
-4029.4546,-4031.3164,-4031.5942,-4032.3967
-4110.0093,-4115.2896,-4120.4053,-4120.2104
-4109.704,-4113.6406,-4119.668,-4117.0767
-4105.4854,-4107.9233,-4114.092,-4120.586
-4099.476,-4100.244,-4104.857,-4112.7324
-4100.1885,-4105.082,-4114.2344,-4118.485
-4080.506,-4085.8325,-4089.0366,-4087.5276
-4108.5205,-4113.98,-4120.592,-4123.083
-4106.479,-4099.207,-4094.5286,-4107.3613
-4119.1797,-4122.812,-4130.4307,-4120.3486
-4093.1948,-4098.161,-4095.2546,-4097.0093
-4111.481,-4115.6562,-4119.58,-4120.381
-4091.9387,-4102.8647,-4115.227,-4112.337
-4099.683,-4105.7075,-4090.914,-4079.737
-4106.454,-4097.432,-4093.866,-4100.488
-4099.234,-4092.0605,-4076.8357,-4076.4739
-4122.9604,-4114.0693,-4109.094,-4124.7603
-4112.5737,-4112.4497,-4110.8984,-4115.9897
-4103.3643,-4091.7944,-4074.693,-4062.3484
-4111.584,-4113.4453,-4116.267,-4123.3135
-4108.4766,-4101.6147,-4096.7275,-4115.801
-4078.44,-4074.9028,-4068.1099,-4076.989
-4113.3315,-4115.228,-4121.9717,-4124.367
-4106.536,-4109.4375,-4115.255,-4119.101
-4120.4395,-4108.7065,-4103.7183,-4115.8677
-4100.69,-4101.9297,-4103.2505,-4097.531
-4123.366,-4122.1724,-4125.988,-4114.6255
-4117.9736,-4108.104,-4098.204,-4106.0996
-4111.9106,-4115.752,-4120.854,-4115.754
-4096.364,-4103.381,-4114.823,-4115.661
-4098.409,-4102.401,-4112.5674,-4122.4146
-4104.401,-4110.892,-4119.1924,-4121.373
-4108.41,-4110.008,-4114.5776,-4121.2876
-4103.786,-4095.1592,-4089.6377,-4073.9236
-2525.2842,-2521.0874,-2520.2617,-2511.1003
